"x" "y" "x_err" "y_err" "corxy"
0.212 -0.53223 0.0436 0.121962 -0.15081
0.254 -0.43718 0.025238 0.109885 0.134278
-0.035 -0.20743 0.024698 0.143925 0.918971
0.093 -0.45077 0.02 0.116375 0.350621
0.096 -0.08792 0.060207 0.108861 0.6333
0.628 -0.63359 0.077524 0.114369 0.677508
0.175 -0.44664 0.045803 0.127048 0.880266
0.079 -0.7256 0.042953 0.11458 0.259101
0.027 -0.19621 0.034 0.099311 0.963735
0.366 -0.53398 0.053254 0.131776 0.213736
0.194 -0.44718 0.044407 0.121334 0.788346
0.205 -0.26114 0.048826 0.098897 0.363494
0.214 -0.45576 0.045607 0.115388 0.77401
0.226 -0.5164 0.052697 0.107673 -0.55531
0.136 -0.4301 0.0464 0.126758 -0.91676
-0.06 -0.07376 0.078262 0.106365 -0.18201
0.098 -0.30538 0.051312 0.128527 -0.5024
0.31 -0.39427 0.0614 0.113347 0.177363
0.458 -0.5777 0.048826 0.117514 0.731078
0.347 -0.66282 0.071196 0.122784 -0.86766
0.314 -0.76695 0.08095 0.113001 0.52957
0.076 -0.11991 0.046615 0.128874 0.72567
0.32 -0.62526 0.06637 0.132008 -0.07908
0.196 -0.34383 0.059363 0.118686 0.830171
0.075 -0.1807 0.084534 0.113612 -0.04951
0.198 -0.24335 0.085422 0.12288 -0.85125
0.256 -0.27217 0.059682 0.10755 0.850919
0.267 -0.37038 0.075663 0.120807 -0.44381
0.668 -0.6739 0.077175 0.1148 -0.48825
0.539 -0.56496 0.0464 0.125704 0.022472
0.17 -0.47054 0.073824 0.120258 0.247121
-0.147 -0.21379 0.050774 0.138888 -0.43486
0.041 -0.16324 0.087206 0.101963 -0.82907
0.139 -0.39094 0.084118 0.126207 0.838126
-0.045 -0.13073 0.074686 0.112675 0.002584
0.171 -0.49907 0.084534 0.134135 -0.73313
0.399 -0.72103 0.045 0.120447 0.914395
0.498 -0.4394 0.061911 0.119902 0.736707
0.248 -0.31424 0.065513 0.123122 0.114803
0.419 -0.56724 0.083862 0.126245 0.506311
-0.04 -0.21388 0.031304 0.133367 0.66484
0.19 -0.14629 0.070327 0.122309 0.100064
0.159 -0.44042 0.052153 0.12622 -0.83916
0.25 -0.3925 0.043416 0.134712 -0.68341
0.044 -0.15485 0.075133 0.097973 -0.06184
0.289 -0.30437 0.039051 0.107006 0.420917
0.171 -0.48007 0.026925 0.122315 0.836995
0.108 -0.20702 0.049648 0.112389 0.953814
0.155 -0.23903 0.053535 0.117876 0.28198
0.27 -0.48392 0.058523 0.104647 0.55768
0.09 -0.37827 0.054083 0.122532 -0.25417
0.407 -0.30613 0.038288 0.106449 -0.47819
0.022 -0.11061 0.074706 0.101253 0.877805
-0.015 -0.06231 0.045221 0.126267 0.132482
0.127 -0.31507 0.055758 0.11607 0.770618
0.055 -0.35085 0.081394 0.114789 0.519142
0.38 -0.45481 0.039051 0.147581 -0.85599
0.122 0.023789 0.053 0.107089 -0.7705
0.043 -0.17551 0.066241 0.113815 -0.52124
0.044 -0.36316 0.079605 0.126863 -0.07919
0.146 -0.09568 0.046615 0.11989 0.121236
0.026 -0.08594 0.076059 0.140926 -0.95078
0.278 -0.28312 0.061057 0.106557 -0.70517
0.101 -0.0217 0.072897 0.111754 -0.56262
-0.005 -0.13429 0.076922 0.117896 -0.88444
0.242 -0.26135 0.069462 0.113991 0.158108
0.083 -0.05953 0.051865 0.101289 -0.30503
0.156 -0.39981 0.0614 0.148289 -0.1938
0.103 -0.27385 0.060539 0.126452 -0.81769
0.591 -0.59615 0.051865 0.115857 0.076486
-0.053 -0.26975 0.08633 0.130026 0.535249
0.165 -0.16838 0.0436 0.120224 0.156014
0.095 -0.52581 0.084095 0.127367 0.441148
0.488 -0.52899 0.057688 0.126337 -0.97598
0.061 -0.14572 0.055758 0.126547 0.872043
0.359 -0.84655 0.060207 0.109464 0.169487
0.496 -0.32954 0.048826 0.12029 0.244511
0.193 -0.46763 0.058523 0.193551 -0.91393
0.281 -0.44392 0.061057 0.128616 0.817286
0.319 -0.35412 0.046615 0.114668 0.30625
0.107 -0.27976 0.074706 0.119388 0.581517
0.324 -0.78199 0.072897 0.132509 -0.19891
0.224 -0.3578 0.086769 0.122398 0.385713
0.402 -0.38429 0.071344 0.123943 -0.03334
0.083 -0.43578 0.060033 0.18588 -0.15392
0.385 -0.55882 0.076059 0.131653 0.570815
-0.186 -0.30862 0.040249 0.112897 -0.29309
-0.014 -0.26084 0.046043 0.114105 -0.78493
0.176 -0.53314 0.029529 0.128045 -0.77719
0.258 -0.29181 0.045803 0.13059 0.271956
0.147 -0.1957 0.052153 0.129728 0.529397
0.201 -0.33943 0.057801 0.118084 0.921273
0.586 -0.422 0.065 0.120379 -0.22989
0.093 -0.22751 0.076485 0.130451 0.041051
0.449 -0.46003 0.090049 0.129446 0.553648
0.387 -0.40909 0.026419 0.105112 -0.38476
0.281 -0.4591 0.061773 0.123467 0.578828
0.215 -0.20522 0.062769 0.139094 0.581603
0.051 -0.34707 0.067977 0.136263 -0.69477
-0.025 -0.21201 0.047169 0.094488 0.857626
0.157 -0.40401 0.062177 0.177125 -0.66381
0.048 -0.18265 0.063953 0.127828 0.22687
0.352 -0.56 0.063631 0.136607 -0.08033
0.127 -0.18273 0.067977 0.120557 -0.13167
0.192 -0.41653 0.058309 0.124689 0.021749
0.000999 -0.17551 0.047707 0.108955 0.504037
0.013 -0.21261 0.065764 0.141745 -0.2829
0.122 -0.13804 0.049396 0.128658 0.632895
0.026 -0.25927 0.035468 0.155351 -0.83012
0.217 -0.13569 0.065764 0.13318 -0.46188
-0.017 -0.08564 0.034014 0.103293 0.988097
0.098 -0.1269 0.073355 0.152806 -0.66571
-0.016 -0.11433 0.068425 0.104707 -0.03304
0.074 -0.53278 0.083671 0.125812 0.922533
0.128 -0.14201 0.064412 0.125407 0.726747
0.166 -0.17846 0.054378 0.127953 -0.61013
0.137 -0.29423 0.050477 0.124493 -0.93213
0.399 -0.51372 0.059363 0.122512 0.894859
0.149 -0.40053 0.079158 0.175579 -0.70847
0.197 -0.51337 0.086815 0.117593 0.56366
0.052 -0.1721 0.042201 0.108137 -0.49686
0.115 -0.17298 0.035341 0.1239 0.46487
0.247 -0.3782 0.025553 0.112019 0.414834
0.199 -0.19664 0.047169 0.115842 -0.95036
0.186 -0.37428 0.055758 0.130037 -0.07048
0.198 -0.53202 0.031304 0.129578 -0.96774
0.219 -0.37419 0.083648 0.125654 0.239959
0.261 -0.65104 0.055542 0.118141 -0.88858
0.288 -0.42985 0.065764 0.116404 -0.65617
0.212 -0.6563 0.024698 0.116913 -0.63467
0.08 -0.47643 0.026419 0.11726 -0.33874
0.559 -0.55278 0.073061 0.12968 -0.64368
0.193 -0.40496 0.078294 0.121813 -0.27025
-0.012 -0.13754 0.027784 0.137402 -0.02293
-0.013 -0.14437 0.075643 0.112018 0.912635
0.135 -0.52081 0.053 0.117539 -0.86316
0.001 -0.14981 0.023853 0.111633 -0.87834
0.264 -0.29306 0.062769 0.138036 0.94017
0.478 -0.21422 0.0436 0.115433 -0.25001
0.069 -0.09149 0.055946 0.123587 0.703991
0.061 -0.1489 0.034928 0.119602 -0.91375
0.034 -0.1312 0.050249 0.111914 0.177816
0.146 -0.38336 0.079705 0.127299 -0.82494
0.132 -0.4164 0.036124 0.126478 0.352266
0.266 -0.44144 0.078262 0.112306 -0.72681
0.167 -0.23656 0.065764 0.117533 -0.46037
0.329 -0.44485 0.057454 0.116819 0.080569
0.564 -0.31663 0.067675 0.134697 -0.97794
0.277 -0.29388 0.074946 0.110188 0.047808
0.37 -0.55666 0.029154 0.11511 -0.55976
0.276 -0.19828 0.051039 0.159171 -0.91602
0.273 -0.53342 0.071119 0.131949 0.283944
0.01 -0.17547 0.043829 0.115003 -0.99548
0.349 -0.32555 0.062433 0.120967 0.71476
0.492 -0.36305 0.077524 0.124109 -0.88
0.053 -0.1557 0.058309 0.132288 0.164062
0.033 -0.26329 0.078714 0.151209 -0.78309
0.239 -0.38219 0.050477 0.185269 -0.64352
0.221 -0.63983 0.050774 0.124441 -0.34012
0.372 -0.49551 0.086769 0.146143 0.933784
0.164 0.024592 0.063631 0.124745 0.450694
0.143 -0.39081 0.087235 0.118971 0.491864
0.283 -0.35611 0.084077 0.128287 0.442508
0.435 -0.53492 0.054644 0.109638 -0.7822
0.014 -0.1415 0.075591 0.116132 0.45436
0.19 -0.04439 0.040607 0.113702 -0.40324
-0.034 -0.15367 0.063529 0.117066 -0.00475
0.295 -0.52723 0.062128 0.133686 -0.98306
0.269 -0.33192 0.076059 0.127583 -0.19965
0.133 -0.49221 0.088549 0.131781 0.321429
0.016 -0.49585 0.054918 0.119537 -0.54767
-0.078 -0.24603 0.078262 0.133652 -0.98159
0.134 -0.13895 0.047434 0.121704 -0.28174
0.428 -0.75353 0.046861 0.124811 -0.28063
0.097 -0.20841 0.050477 0.108473 0.515442
0.326 -0.43494 0.079177 0.109479 0.46394
0.287 -0.37931 0.059363 0.118064 0.633611
-0.033 -0.39393 0.072917 0.134953 -0.32251
-0.064 -0.11717 0.045453 0.113141 -0.20883
0.381 -0.46223 0.048826 0.124436 0.287714
0.097 -0.23559 0.043416 0.104769 0.409768
0.22 -0.26035 0.072069 0.128651 0.453478
0.321 -0.32725 0.04801 0.109876 0.070813
0.121 -0.3445 0.07071 0.125112 -0.88984
0.093 -0.30641 0.035355 0.11182 0.939488
0.198 -0.41269 0.041868 0.166773 -0.65214
0.381 -0.53988 0.068963 0.129499 -0.6719
0.159 -0.27403 0.042638 0.119819 -0.77222
0.123 -0.28098 0.06673 0.127479 0.87083
0.26 -0.57794 0.0436 0.125279 0.041898
0.241 -0.27135 0.069835 0.115424 -0.33263
0.088 -0.3671 0.064498 0.136779 -0.75277
0.126 -0.40441 0.065513 0.134212 -0.1322
0.31 -0.52625 0.071693 0.129061 0.22449
0.129 -0.38469 0.054918 0.112225 0.24248
0.238 -0.34631 0.089554 0.120554 0.240834
0.175 -0.3315 0.061911 0.129882 -0.96162
0.218 -0.30204 0.045803 0.118123 -0.77819
0.436 -0.88816 0.045 0.114745 -0.04648
0.277 -0.45075 0.079177 0.134721 -0.15346
0.257 -0.49979 0.054083 0.11729 -0.07776
0.286 -0.36645 0.079259 0.126341 -0.41587
0.235 -0.51884 0.042638 0.131815 -0.08127
-0.06 -0.19604 0.042544 0.104312 0.044134
0.263 -0.50655 0.0436 0.128836 -0.28472
0.115 -0.22339 0.075663 0.111883 0.180241
-0.059 -0.26182 0.029529 0.113131 -0.17469
0.267 -0.52349 0.072069 0.115399 0.600055
-0.052 -0.20236 0.069354 0.113609 0.879964
0.252 -0.47451 0.054644 0.107986 -0.02399
0.173 -0.51685 0.026076 0.106979 -0.76362
0.061 -0.22557 0.024698 0.14892 -0.51753
0.164 -0.29851 0.043416 0.12916 0.931529
0.433 -0.52015 0.072718 0.131293 -0.63549
0.088 -0.26642 0.0436 0.120143 0.673761
0.06 -0.22717 0.084095 0.106619 -0.7194
0.019 -0.21299 0.055226 0.129534 0.874732
0.05 -0.14991 0.038288 0.149155 -0.7714
0.29 -0.37743 0.067742 0.126732 -0.18271
0.131 -0.39071 0.068095 0.136831 -0.80045
0.037 -0.18668 0.061911 0.134106 -0.72255
0.2 -0.47087 0.085866 0.13487 -0.0547
0.513 -0.47295 0.082492 0.126907 -0.00635
0.191 -0.40207 0.075591 0.122129 0.50557
0.185 -0.2116 0.062769 0.111279 -0.43128
0.056 -0.13864 0.047201 0.118787 0.163773
0.072 -0.2218 0.063134 0.119377 -0.15634
0.037 -0.34241 0.071119 0.115489 0.212898
0.025 -0.20335 0.046615 0.105274 0.911919
0.103 -0.15474 0.042801 0.113644 -0.68436
0.045 -0.15404 0.040607 0.120777 0.612848
0.246 -0.38946 0.060745 0.124574 0.284149
0.035 -0.29853 0.07247 0.107927 -0.51732
0.138 -0.18089 0.059682 0.106711 0.957085
0.207 -0.42254 0.069835 0.118232 0.039115
-0.025 -0.37588 0.030886 0.128036 -0.288
0.333 -0.43772 0.074793 0.127345 -0.96893
0.096 -0.12253 0.044204 0.118209 0.942073
0.185 -0.42444 0.071196 0.110528 -0.78128
0.179 -0.30803 0.071196 0.110241 -0.29881
0.157 -0.30472 0.056603 0.150063 -0.80177
0.406 -0.4289 0.071021 0.120039 0.807515
0.325 -0.34206 0.054918 0.128709 -0.2298
0.332 -0.54623 0.066037 0.125378 0.651209
0.379 -0.51235 0.066887 0.118811 -0.33049
0.143 -0.30576 0.047434 0.108207 0.222003
0.158 -0.40823 0.042638 0.104992 -0.57783
0.027 -0.24581 0.039051 0.138892 -0.34417
0.273 -0.89938 0.049648 0.11373 0.20837
0.017 -0.16328 0.05608 0.142608 0.678258
0.079 -0.51623 0.086406 0.125786 0.791788
0.6 -0.49178 0.046097 0.103529 0.66733
0.362 -0.3026 0.067955 0.123825 0.002746
0.09 -0.08615 0.027784 0.126458 0.286001
0.051 -0.24855 0.071589 0.102506 0.644466
0.19 -0.37448 0.049091 0.111277 -0.59752
0.447 -0.48384 0.047201 0.117342 0.24156
0.154 -0.39418 0.026076 0.114684 -0.94492
0.075 -0.01419 0.038418 0.104021 -0.03323
0.151 -0.37193 0.0614 0.124044 -0.6602
0.278 -0.39655 0.078771 0.125363 0.013928
0.056 -0.20472 0.073824 0.134336 0.235179
0.017 -0.03653 0.0436 0.113513 -0.88006
0.473 -0.23206 0.080131 0.141786 0.1604
0.528 -0.4823 0.047801 0.135691 -0.03328
0.199 -0.38969 0.048826 0.123235 -0.31858
0.035 -0.22235 0.072006 0.111913 0.464515
0.112 -0.17299 0.050477 0.134735 -0.02336
0.191 -0.52593 0.0464 0.121185 0.198395
0.303 -0.54135 0.040459 0.112606 -0.57461
0.481 -0.66209 0.071196 0.110514 0.542636
0.329 -0.38008 0.064899 0.130042 0.503976
0.207 -0.63072 0.022203 0.122146 -0.54039
0.382 -0.32827 0.044204 0.121051 0.570006
0.138 -0.49311 0.055758 0.12777 -0.92001
0.16 -0.26736 0.069462 0.145548 0.196917
0.345 -0.38576 0.038288 0.110185 -0.64047
0.365 -0.24371 0.057982 0.102195 0.316938
0.068 -0.23235 0.07071 0.135011 0.929786
0.241 -0.46266 0.047801 0.120529 -0.31239
0.101 -0.3553 0.08095 0.127667 -0.90012
0.291 -0.46468 0.074303 0.113376 0.711124
0.05 -0.06966 0.051039 0.125971 0.827246
0.004 -0.09783 0.077369 0.116514 0.703929
0.105 -0.27222 0.044821 0.129028 -0.07419
-0.00099 -0.28095 0.044204 0.107329 0.666619
0.351 -0.5213 0.038288 0.162745 -0.09031
0.431 -0.46692 0.06723 0.117997 -0.89949
0.004 -0.08379 0.046324 0.108563 -0.04866
0.023 -0.18695 0.054203 0.150159 0.504753
0.153 -0.32389 0.061294 0.121855 0.681731
0.267 -0.35849 0.06673 0.121968 0.634598
0.2 -0.39668 0.043863 0.107142 -0.0707
0.187 -0.24481 0.048826 0.146865 -0.26691
0.137 -0.34707 0.024698 0.120811 -0.24323
0.272 -0.3693 0.0414 0.121549 0.606217
0.179 -0.34644 0.063134 0.130217 0.288296
0.084 -0.25326 0.042544 0.12189 -0.75543
0.072 -0.46277 0.041617 0.185063 0.836166
0.261 -0.10337 0.058309 0.145436 0.686629
0.357 -0.42357 0.086353 0.138548 -0.12233
0.236 -0.49354 0.0436 0.124628 0.965964
-0.045 -0.23368 0.078721 0.121744 0.497035
-0.012 -0.16324 0.063134 0.111269 -0.8546
0.039 -0.23959 0.043829 0.14629 -0.23513
0.172 -0.32933 0.05608 0.125919 -0.09264
0.176 -0.28035 0.079158 0.12479 -0.53951
0.007 -0.20246 0.058668 0.113636 0.667082
0.125 -0.55848 0.066648 0.124822 0.831473
0.003 -0.05871 0.044407 0.097559 -0.96438
0.154 -0.28467 0.050477 0.115725 0.522215
0.27 -0.29039 0.065368 0.120475 -0.63504
0.453 -0.49532 0.071589 0.121208 0.466366
-0.102 -0.27646 0.043462 0.112154 -0.2287
0.093 0.095148 0.100264 0.118031 0.240371
0.063 -0.24469 0.0614 0.119134 0.885225
0.214 -0.31859 0.075179 0.124049 -0.8345
0.487 -0.55647 0.025238 0.140428 0.206318
0.242 -0.3766 0.086764 0.120718 0.146421
0.338 -0.4465 0.042801 0.122254 -0.11404
0.022 -0.08277 0.037643 0.116115 -0.03618
0.245 -0.36762 0.04801 0.117112 -0.99156
0.251 -0.36642 0.071196 0.125784 0.543845
0.285 -0.67601 0.058523 0.114991 -0.05214
0.072 -0.14856 0.037121 0.123154 0.430412
0.123 -0.1704 0.052697 0.127023 -0.54967
0.234 -0.31811 0.05714 0.125923 -0.04738
0.232 -0.30385 0.053254 0.11914 0.012887
0.375 -0.42217 0.059908 0.121169 0.60492
0.108 -0.26758 0.057454 0.127471 -0.66005
0.208 -0.32108 0.05883 0.133572 -0.34302
0.372 -0.46184 0.04801 0.121052 0.750583
0.147 -0.04232 0.042801 0.110823 0.221961
0.251 -0.38621 0.053009 0.112844 0.439225
0.486 -0.71381 0.046227 0.114151 0.481206
0.083 -0.29345 0.069462 0.12759 0.360673
-0.036 -0.18458 0.040459 0.112031 0.42673
0.091 -0.27288 0.085866 0.116615 -0.16876
0.091 -0.3299 0.074706 0.12699 -0.74059
0.273 -0.44467 0.05243 0.115788 -0.85292
0.239 -0.48611 0.070327 0.130822 -0.05007
0.079 -0.48087 0.081841 0.124408 -0.7971
0.171 -0.3385 0.024413 0.106664 -0.46745
0.002 -0.30778 0.038483 0.129974 0.251173
0.399 -0.44727 0.054083 0.133595 0.779244
0.243 -0.36465 0.0464 0.098409 -0.62383
0.086 -0.74956 0.074706 0.132723 -0.84551
0.504 -0.55392 0.035355 0.123647 -0.45439
0.128 -0.18727 0.050219 0.105043 -0.96072
0.159 -0.36079 0.066887 0.123736 0.014777
0.073 -0.26666 0.023021 0.114591 0.657201
0.002 -0.21729 0.07247 0.137883 -0.19343
-0.00099 -0.19848 0.044204 0.108419 -0.51544
0.132 -0.30293 0.057454 0.115093 0.831086
0.235 -0.361 0.062769 0.120559 -0.08486
0.218 -0.33716 0.0486 0.110258 -0.63469
0.09 -0.35985 0.037589 0.109792 -0.17962
0.242 -0.4265 0.06637 0.1161 0.46101
0.183 -0.33641 0.050803 0.126699 -0.60391
0.431 -0.37888 0.064899 0.128048 0.560056
0.212 -0.41896 0.053 0.11354 0.934852
0.352 -0.48599 0.042801 0.157536 -0.59984
0.212 -0.26079 0.055758 0.116378 0.069301
-0.003 -0.14628 0.02 0.122987 -0.71102
0.174 -0.2131 0.060033 0.139374 -0.65268
0.02 -0.16324 0.036124 0.1282 0.377202
0.642 -0.85831 0.088192 0.129584 0.985222
0.588 -0.54898 0.088588 0.135711 -0.31454
0.085 -0.17263 0.071561 0.121662 -0.82899
0.14 -0.2004 0.048548 0.156211 0.832992
0.333 -0.5255 0.058309 0.118871 -0.30164
0.423 -0.54434 0.065192 0.115234 0.416639
0.246 -0.39648 0.044204 0.101163 0.885737
0.46 -0.32837 0.076941 0.11363 0.361613
0.213 -0.3897 0.040249 0.102805 0.071566
0.425 -0.3288 0.08947 0.109452 0.389511
0.144 -0.21581 0.038288 0.128304 0.647611
0.093 -0.46016 0.065863 0.120696 0.523288
0.037 -0.24655 0.056603 0.125607 -0.02709
0.584 -0.53808 0.068796 0.122921 0.877518
0.438 -0.49428 0.072201 0.122621 0.985701
0.174 -0.56074 0.064884 0.125482 -0.10594
0.019 -0.3703 0.068 0.127107 -0.61104
0.019 -0.15917 0.040459 0.147137 -0.92815
0.137 -0.54823 0.030016 0.126096 -0.90728
0.245 -0.30916 0.075179 0.136559 0.756624
0.078 -0.31058 0.05547 0.121573 0.788562
0.145 -0.34192 0.074793 0.118176 -0.8225
0.03 -0.171 0.045803 0.109666 0.867344
0.143 -0.31526 0.024698 0.10321 -0.7959
0.051 -0.40847 0.033541 0.119608 0.787836
0.496 -0.35278 0.07655 0.116458 -0.49332
0.167 -0.30378 0.057454 0.109432 0.4929
0.266 -0.26357 0.062433 0.11916 0.436951
0.501 -0.34026 0.049203 0.102203 -0.33172
0.094 -0.21781 0.0436 0.109759 -0.46044
0.201 -0.25997 0.045 0.117063 0.984563
0.08 -0.14327 0.050774 0.109221 -0.74311
0.276 -0.25062 0.072069 0.131427 0.95809
0.039 -0.15546 0.06723 0.124004 0.452931
0.498 -0.40424 0.043416 0.111349 -0.32245
0.11 -0.33404 0.074706 0.123297 0.170427
0.215 -0.18672 0.062801 0.117033 -0.32406
-0.083 -0.18789 0.031304 0.135177 0.770239
0.053 -0.22361 0.057454 0.118839 0.125449
0.11 -0.26645 0.059169 0.129715 -0.25183
0.03 -0.1439 0.042201 0.099906 -0.047
0.116 -0.19964 0.050803 0.111986 -0.82037
0.068 -0.18456 0.053 0.118071 0.839997
-0.049 -0.16818 0.028178 0.116793 0.224729
0.543 -0.4478 0.083648 0.12297 -0.03769
0.235 -0.23999 0.052697 0.111049 -0.48337
0.598 -0.41023 0.084599 0.147489 0.063853
0.203 -0.12233 0.049648 0.115979 0.757543
0.121 -0.14106 0.070235 0.102557 -0.93139
0.408 -0.48271 0.084723 0.14229 0.789206
-0.032 -0.18616 0.036249 0.117766 -0.65842
0.123 -0.17981 0.055226 0.122878 0.14778
0.403 -0.4187 0.038288 0.119791 0.851304
0.371 -0.33069 0.072945 0.12725 0.152835
0.395 -0.62168 0.065764 0.130328 0.664609
0.238 -0.38974 0.065368 0.117527 -0.78171
0.113 -0.13692 0.064007 0.108853 -0.47748
0.292 -0.46531 0.052697 0.112479 -0.82785
0.309 -0.51735 0.07782 0.129323 0.953072
0.475 -0.44718 0.058249 0.127852 0.179399
0.32 -0.25295 0.064007 0.123165 -0.4008
0.191 -0.18221 0.060539 0.108275 0.654174
0.219 -0.396 0.078262 0.135248 0.567728
0.294 -0.51793 0.057982 0.124549 -0.34331
0.263 -0.42941 0.049091 0.118154 0.391161
0.278 -0.4537 0.064007 0.12144 0.276667
0.676 -0.46274 0.084905 0.146649 0.855893
0.629 -0.49655 0.082764 0.137468 0.601558
0.291 -0.40616 0.037576 0.113283 -0.694
0.344 -0.41321 0.035777 0.112636 0.98956
0.254 -0.35454 0.053535 0.123793 -0.19682
0.407 -0.50845 0.047434 0.121943 0.384657
0.166 -0.45968 0.075584 0.120222 -0.28216
0.322 -0.59418 0.080062 0.148108 0.973117
0.261 -0.46727 0.080498 0.136117 0.65578
0.014 -0.07724 0.042201 0.137451 0.59681
0.304 -0.37679 0.06723 0.12446 0.260823
0.163 -0.37986 0.064884 0.122388 -0.95257
0.247 -0.23176 0.064884 0.134058 -0.57746
0.076 -0.30927 0.060901 0.127924 0.151781
0.191 -0.08274 0.055758 0.114462 -0.82618
0.43 -0.90227 0.073573 0.138535 -0.16731
0.343 -0.4532 0.061587 0.132272 0.26882
0.004 -0.13229 0.046043 0.12847 -0.04112
0.252 -0.35891 0.061057 0.130039 0.248604
0.46 -0.50784 0.066037 0.134289 -0.07786
0.336 -0.18387 0.085234 0.137686 -0.2727
0.444 -0.55752 0.069971 0.137665 0.425999
0.116 -0.16253 0.074242 0.117697 0.633553
0.347 -0.27434 0.050803 0.120638 -0.11081
0.291 -0.57534 0.08497 0.125021 -0.87278
0.042 -0.13827 0.044654 0.103792 -0.05753
0.307 -0.39816 0.0614 0.123556 -0.40009
0.111 -0.64201 0.070661 0.121372 -0.76276
-0.046 -0.24785 0.05818 0.103794 0.669468
0.226 -0.31332 0.050477 0.116337 -0.50068
0.187 -0.27626 0.052697 0.116053 0.242118
-0.00099 -0.07284 0.067119 0.116591 0.47238
0.384 -0.56158 0.056603 0.117979 0.273526
0.384 -1.56392 0.056603 0.117812 0.323407
0.068 -0.25556 0.060539 0.120088 -0.93396
0.229 -0.21546 0.081884 0.126285 -0.98135
0.268 0.222558 0.0686 0.120889 0.019427
0.139 -0.42268 0.070235 0.126238 -0.50999
0.185 -0.25597 0.044045 0.136573 0.115936
0.011 -0.01907 0.0436 0.110012 -0.64875
0.086 -0.48609 0.048754 0.112922 -0.61132
-0.005 -0.12361 0.061773 0.109355 -0.32233
0.094 -0.62026 0.077826 0.126552 -0.27303
0.581 -0.63125 0.081987 0.128692 0.009496
0.291 -0.3968 0.065 0.114091 -0.13178
0.151 -0.18849 0.068117 0.109716 0.23999
0.027 -0.21273 0.041146 0.113106 -0.96393
0.153 -0.07529 0.045221 0.104228 -0.25424
0.175 -0.13169 0.082298 0.120596 -0.278
-0.075 -0.13825 0.062649 0.105519 0.276883
0.066 -0.27658 0.035777 0.129347 0.997393
0.08 -0.03995 0.055226 0.111455 0.692763
0.198 -0.33829 0.07256 0.13363 -0.2262
0.386 -0.453 0.059169 0.109829 -0.55793
0.226 -0.43601 0.074706 0.127057 -0.16316
0.191 -0.33471 0.056603 0.123498 -0.64348
0.25 -0.29459 0.049406 0.1192 0.254386
0.055 -0.05116 0.036674 0.122002 -0.35984
-0.072 -0.05034 0.068425 0.111185 0.155811
0.459 -0.55402 0.041231 0.113984 0.43929
0.011 -0.09763 0.041617 0.141849 0.205511
0.083 -0.17267 0.071589 0.110944 0.79061
-0.024 -0.24139 0.038013 0.09765 -0.67469
-0.086 -0.1894 0.066648 0.112784 -0.7167
0.08 -0.22153 0.067535 0.105488 -0.36162
0.233 -0.31157 0.039204 0.110522 0.410638
0.217 -0.38279 0.051865 0.118675 0.157046
0.31 -0.27024 0.077414 0.134509 -0.80043
0.468 -0.47267 0.08324 0.131068 0.139312
0.23 -0.46344 0.08633 0.131912 0.987345
0.06 -0.20391 0.049091 0.124146 -0.32083
0.076 -0.23063 0.082292 0.125576 0.12588
0.45 -0.31369 0.058008 0.123985 -0.00797
-0.072 -0.18072 0.085428 0.110755 0.181596
0.153 -0.2559 0.049648 0.126665 -0.07319
0.45 -0.47397 0.0464 0.10774 0.661298
0.259 -0.13545 0.088588 0.122986 -0.12772
0.257 -0.41587 0.061057 0.115096 0.194833
0.323 -0.54213 0.061057 0.121533 0.974594
0.03 -0.33555 0.076478 0.160573 -0.35919
0.301 -0.36265 0.077414 0.117858 -0.27624
0.023 -0.30209 0.066648 0.131274 0.600031
0.143 -0.14717 0.049648 0.123111 0.188414
0.321 -0.45079 0.085422 0.134425 0.593896
0.105 -0.19903 0.049929 0.112195 0.827391
0.298 -0.27158 0.054083 0.117817 -0.73192
0.154 -0.21721 0.053535 0.113768 0.372807
0.252 -0.58963 0.076537 0.127125 0.136362
0.35 -0.33901 0.042011 0.106203 0.771371
0.164 -0.23196 0.065 0.142196 0.870557
0.431 -0.52361 0.061911 0.109405 -0.69201
0.305 -0.59391 0.08095 0.131935 -0.16425
0.016 -0.22812 0.072945 0.115134 -0.4073
0.01 -0.20938 0.084095 0.118094 0.552026
0.32 -0.41338 0.087709 0.140226 0.103561
0.355 -0.28962 0.056859 0.107666 0.270448
0.415 -0.7243 0.06435 0.121352 0.168807
0.273 -0.41138 0.048826 0.123471 0.117248
0.086 -0.2014 0.052697 0.123462 0.429433
0.097 -0.37563 0.07247 0.11018 0.703605
0.089 -0.36513 0.033241 0.137759 0.071172
0.17 -0.21805 0.030886 0.105833 -0.59418
0.076 -0.49162 0.023021 0.136841 0.669811
0.154 -0.48381 0.049648 0.117302 0.428463
0.302 -0.53443 0.054083 0.136618 0.314853
0.095 -0.2152 0.051312 0.106763 0.252385
0.012 -0.01514 0.046615 0.141604 0.521693
-0.005 -0.27535 0.02 0.151693 0.791596
0.23 -0.6233 0.064007 0.122933 0.089498
0.113 -0.07953 0.06466 0.138701 -0.78711
0.251 -0.43091 0.079177 0.126364 -0.11591
0.434 -0.69221 0.082764 0.120254 -0.25629
0.016 -0.21231 0.065368 0.132243 -0.77135
0.218 -0.43325 0.090426 0.131589 -0.87962
0.249 -0.30476 0.042011 0.104175 -0.09724
